Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
West Alabama Capital Corp.,Director,Mark Prater,,,2016,Retired - West Alabama Bank & Trust,
West Alabama Capital Corp.,Director,"Charles T. Swann,Jr.",Partner,"Kellann,LLC",2016,"Regional Executive,SVP West Alabama Bank & Trust",
West Alabama Capital Corp.,Director,"Charles T. Swann,Jr.",Partner,"Swann,LLC",2016,"Regional Executive,SVP West Alabama Bank & Trust",
West Alabama Capital Corp.,Director,Robert E. Burns,Member,"Band of Brothers Brewing Co,LLC",2016,Retired Telecom Executive,
West Alabama Capital Corp.,Vice President & CFO,Nancy J. Turner,,,2016,SVP &CFO (West Alabama Bank &Trust),
West Alabama Capital Corp.,,Karen Black,,,2016,VP & Senior Lending Officer (West Alabama Bank & Trust),
West Alabama Capital Corp.,,Marshall Puckett,,,2016,Chief Technology Officer (West Alabama Bank & Trust,
West Alabama Capital Corp.,,Joseph Brad Williams,Member,"GBW,LLC",2016,VP & Sr. Lending Officer (West Alabama Bank & Trust,
West Alabama Capital Corp.,,Michael Scott Christoff,,"ScoJo Properties,LLC",2016,Sr. VP & Loan Officer (West Alabama Bank & Trust,
West Alabama Capital Corp.,,Jay Parker,,"James L. Parker,MD","Sole Proprietorship Owner,2016",Physician Family Practice,
West Alabama Capital Corp.,,Jay Parker,,"LJW Properties,LLC",2016,Physician Family Practice,
West Alabama Capital Corp.,,Alisha Brookes Smith,,,2016,VP & Compliance Officer (West Alabama Bank & Trust),
West Alabama Capital Corp.,Vice President & Director,William R. Finney,,,2018,President & CEO (West Alabama Bank & Trust),
West Alabama Capital Corp.,Director,Drew Wade,Director & Secretary/Treasurer,"Marvel Center,Inc.",2018,COO (West Alabama Bank & Trust),
West Alabama Capital Corp.,Chairman/Director,W. O. Kirk,,Kirk Enterprises,2018,Retired District Judge/Attorney,
West Alabama Capital Corp.,Director,Drew Linn,,"GRADYCO,LLC",2018,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,Drew Linn,,AGL Properties,2018,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,Drew Linn,,Southland Trucks Inc.,2018,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,Drew Linn,,Linn Investments Owner,2018,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,J. Chris McCool,,,2018,District Attorney,
West Alabama Capital Corp.,Secretary/Treas. and Director,Carol McKinzey,,,2018,Sr. VP/Human Resources Officer WABT,
West Alabama Capital Corp.,Director,George Newman,,"G & J Alabama Properties,LLC",2018,Investment Properties,
West Alabama Capital Corp.,Director,George Newman,,"Midtown Development Co,LLC",2018,Investment Properties,
West Alabama Capital Corp.,Director,Mark Prater,,,2018,Retired - West Alabama Bank & Trust,
West Alabama Capital Corp.,Director,"Charles T. Swann,Jr.",,"Kellann,LLC",2018,"Regional Executive,SVP West Alabama Bank & Trust",
West Alabama Capital Corp.,Director,"Charles T. Swann,Jr.",,"Swann,LLC",2018,"Regional Executive,SVP West Alabama Bank & Trust",
West Alabama Capital Corp.,Director,Robert E. Burns,,"Band of Brothers Brewing Co,LLC",2018,Retired Telecom Executive,
West Alabama Capital Corp.,Vice President & CFO,Nancy J. Turner,,,2018,SVP &CFO (West Alabama Bank &Trust),
West Alabama Capital Corp.,,Karen Black,,,2018,VP & Senior Lending Officer (West Alabama Bank & Trust),
West Alabama Capital Corp.,,Marshall Puckett,,,2018,Chief Technology Officer (West Alabama Bank & Trust,
West Alabama Capital Corp.,,Joseph Brad Williams,,"GBW,LLC",2018,VP & Sr. Lending Officer (West Alabama Bank & Trust,
West Alabama Capital Corp.,,Michael Scott Christoff,,"ScoJo Properties,LLC",2018,Sr. VP & Loan Officer (West Alabama Bank & Trust,
West Alabama Capital Corp.,,Wade Family Pts.,,,2018,Principal Shareholder,
West Alabama Capital Corp.,Director,Jay Parker,,"James L. Parker,MD","Sole Proprietorship Owner,2018",Physician Family Practice,
West Alabama Capital Corp.,Director,Jay Parker,,"LJW Properties,LLC",2018,Physician Family Practice,
West Alabama Capital Corp.,,Alisha Brookes Smith,,,2018,VP & Compliance Officer (West Alabama Bank & Trust),
West Alabama Capital Corp.,,The Estate of Andrew C. Wade,,,2018,Principal Shareholder,
West Alabama Capital Corp.,Vice President & Director,William R. Finney,Director & President,,2019,President & CEO,
West Alabama Capital Corp.,Director,Drew Wade,Director & COO,"Marvel Center,Inc.",2019,COO,
West Alabama Capital Corp.,Chairman/ Director,W. O. Kirk,Chairman of the Board of Directors,Kirk Enterprises,2019,Retired District Judge/Attorney,
West Alabama Capital Corp.,Director,Drew Linn,Director,"Southland International Trucks,Inc",2019,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,Drew Linn,Director,"GRADYCO,LLC",2019,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,Drew Linn,Director,AGL Properties,2019,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,Drew Linn,Director,Linn Investments Owner,2019,"Southland International Trucks,Inc.",
West Alabama Capital Corp.,Director,J. Chris McCool,Director,,2019,Judge - Ala. Court of Criminal Appeals,
West Alabama Capital Corp.,Secretary/ Treas. and Director,Carol McKinzey,Director & Sr. VP/H.R. Officer,,2019,Sr. VP/Human Resources Officer WABT,
West Alabama Capital Corp.,Director,George Newman,Director,"G & J Alabama Properties,LLC",2019,Investment Properties,
West Alabama Capital Corp.,Director,George Newman,Director,Midtown Development Co LLC,2019,Investment Properties,
West Alabama Capital Corp.,Director,Mark Prater,Director,,2019,Retired - West Alabama Bank & Trust,
West Alabama Capital Corp.,Director,"Charles T. Swann,Jr.",Director & Regional Executive/SVP,"Kellann,LLC",2019,"Regional Executive,SVP West Alabama Bank & Trust",
West Alabama Capital Corp.,Director,"Charles T. Swann,Jr.",Director & Regional Executive/SVP,"Swann,LLC",2019,"Regional Executive,SVP West Alabama Bank & Trust",
West Alabama Capital Corp.,Vice President & CFO,Nancy J. Turner,SVP CFO,,2019,,
West Alabama Capital Corp.,,Marshall Puckett,Chief Technology Officer,,2019,Chief Technology Officer,
West Alabama Capital Corp.,,Joseph Brad Williams,VP & Sr. Lending Officer,"GBW,LLC",2019,,
West Alabama Capital Corp.,,Michael Scott Christoff,Sr. VP & Loan Officer,"ScoJo Properties,LLC",2019,,
West Alabama Capital Corp.,Director,Patti Presley-Fuller,Director,,2019,Retired - Alabama Extension Service,
West Alabama Capital Corp.,Director,Jay Parker,Director,"James L. Parker,MD","Sole Proprietorship Owner,2019",Physician Family Practice,
West Alabama Capital Corp.,Director,Jay Parker,Director,"LJW Properties,LLC",2019,Physician Family Practice,
West Alabama Capital Corp.,VP & Compliance Officer,Alisha Brookes Smith,VP & Compliance Officer,,2019,,
West Alabama Capital Corp.,,Andrew C. Wade Sr.,,,2019,Principal Shareholder,
WEST ALABAMA CAPITAL CORP.,VICE-PRESIDENT,WILLIAM R. FINNEY,,,2023,,
WEST ALABAMA CAPITAL CORP.,SR. VP/CFO,NANCY J. TURNER,,,2023,,
West Florida Bank Corporation,SVP/CFO/Corp. Sec.,Kenneth Bailey,,,2019,,
West Florida Bank Corporation,Director,David Brandon,President,"Brandon Construction Company,Inc.",2019,Construction,
West Florida Bank Corporation,Director,Ronald Hockman,Owner,"RS Hockman,Inc.",2019,Real Estate Investor,
West Florida Bank Corporation,Director,Mark Klein,CEO,"Klein & Heuchan,Inc.",2019,Commercial Real Estate,
West Florida Bank Corporation,Director,Ken Marks,CEO,"Capital Automotive Group,LLC",2019,Automotive Dealerships,
West Florida Bank Corporation,CEO/Vice Chairman & Director,Robert McGivney,,,2019,,
West Florida Bank Corporation,President/Asst. Corp. Sec.,James Nelson,,,2019,,
West Florida Bank Corporation,Director,Joseph Oliveri,President,Oliveri Architects,2019,Architect,
West Florida Bank Corporation,Director,Brent Sembler,Vice Chairman,The Sembler Group,2019,Real Estate,
West Florida Bank Corporation,EVP/Asst. Corp. Sec.,Robert Shaw,,,2019,,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,Owner,Wikle Real Estate,2019,Real Estate,
West Florida Bank Corporation,SVP/CFO/Corp. Sec.,Kenneth Bailey,SVP/CFO/Corp. Sec.,Flagship Bank,2020,,
West Florida Bank Corporation,Director,David Brandon,President,"Brandon Construction Company,Inc.",2020,Construction,
West Florida Bank Corporation,Director,David Brandon,,Brandon Construction,2020,Construction,
West Florida Bank Corporation,Director,Ronald Hockman,Owner,"RS Hockman,Inc.",2020,Real Estate Investor,
West Florida Bank Corporation,Director,Ronald Hockman,,"RS Hockman,Inc.",2020,Real Estate Investor,
West Florida Bank Corporation,Director,Mark Klein,CEO,"Klein & Heuchan,Inc.",2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,Bay Real Estate Investors Corp,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,2490 SR 580 LLC,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,"Klein & Heuchan,Inc.",2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,Betty Lane Replacement LLC,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,Bow Wow Enterprises,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,DEM Enterprise LLC,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,MIB general partnership,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,Garret LLC,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,Pinellas Real Income Coalition,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Mark Klein,,Zephyr Oldsmar LLC,2020,Commercial Real Estate,
West Florida Bank Corporation,Director,Ken Marks,CEO,"Capital Automotive Group,LLC",2020,Automotive Dealerships,
West Florida Bank Corporation,Director,Ken Marks,,"Aredian,LLC",2020,Automotive Dealerships,
West Florida Bank Corporation,Director,Ken Marks,,"Mark3,LLC",2020,Automotive Dealerships,
West Florida Bank Corporation,Director,Ken Marks,,"West Coast Auto Group,LLC",2020,Automotive Dealerships,
West Florida Bank Corporation,Director,Ken Marks,,"Capital Auto Group,LLC",2020,Automotive Dealerships,
West Florida Bank Corporation,CEO/Vice Chairman & Director,Robert McGivney,,,2020,,
West Florida Bank Corporation,President/Asst. Corp. Sec.,James Nelson,,,2020,,
West Florida Bank Corporation,Director,Joseph Oliveri,President,Oliveri Architects,2020,Architect,
West Florida Bank Corporation,Director,Joseph Oliveri,,"Oliveri Architects,Inc.",2020,Architect,
West Florida Bank Corporation,Director,Joseph Oliveri,,"HOLT Corner,LLC",2020,Architect,
West Florida Bank Corporation,Director,Joseph Oliveri,,"CSC Real Estate Holdings,LLC",2020,Architect,
West Florida Bank Corporation,Director,Joseph Oliveri,,"Samicon,Inc.",2020,Architect,
West Florida Bank Corporation,Director,Joseph Oliveri,,"Chaser,LLC",2020,Architect,
West Florida Bank Corporation,Director,Joseph Oliveri,,"DJ Real Estate Holdings,LLC",2020,Architect,
West Florida Bank Corporation,Director,Brent Sembler,Vice Chairman,The Sembler Group,2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,Guillermo Cruz,2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"North Macon Plaza,LLC",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"PSM South Branch,LLC",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler EDP Partnership 4,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler EDP Partnership 5,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler Family Partnership 14,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler Family Partnership 4,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler Family Partnership 33,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler Family Partnership 36,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler Family Partnership 41,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Sembler H.V. Partnership #1,Ltd.",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,Regency Square Associates,2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,University Plaza Joint Venture,2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,Home Depot Plaza Associates,2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,Beneva Marketplace,2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,"Perimeter Place Investments,LLC",2020,Real Estate,
West Florida Bank Corporation,Director,Brent Sembler,,Westgate Square Shopping Center,2020,Real Estate,
West Florida Bank Corporation,EVP/Asst. Corp. Sec.,Robert Shaw,,,2020,,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,Owner,Wikle Real Estate,2020,Real Estate,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,,Wikle Properties Mgmt Svcs,2020,Real Estate,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,,"Paul J Wikle,LLC",2020,Real Estate,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,,"A & W Cattle,LLC",2020,Real Estate,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,,Wikle Inc,2020,Real Estate,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,,Wollinka-Wikle Title Insurance,2020,Real Estate,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,,Wikle Investments LLC,2020,Real Estate,
West Florida Bank Corporation,"EVP/CFO/Corp. Sec.,SVP/CFO/Corp. Sec.",Kenneth Bailey,,,2021,,
West Florida Bank Corporation,Director,David Brandon,President,"Brandon Construction Company,Inc.",2021,Construction,
West Florida Bank Corporation,Director,Ronald Hockman,Owner,"RS Hockman,Inc.",2021,Real Estate Investor,
West Florida Bank Corporation,"Director,CEO",Mark Klein,CEO,"Klein & Heuchan,Inc.",2021,Commercial Real Estate,
West Florida Bank Corporation,"Director,CEO",Ken Marks,CEO,"Capital Automotive Group,LLC",2021,Automotive Dealerships,
West Florida Bank Corporation,CEO/Vice Chairman & Director,Robert McGivney,,,2021,,
West Florida Bank Corporation,President/Asst. Corp. Sec.,James Nelson,,,2021,,
West Florida Bank Corporation,Director,Joseph Oliveri,President,Oliveri Architects,2021,Architect,
West Florida Bank Corporation,Director,Brent Sembler,Vice Chairman,The Sembler Group,2021,Real Estate,
West Florida Bank Corporation,EVP/Asst. Corp. Sec.,Robert Shaw,,,2021,,
West Florida Bank Corporation,Director,Christopher Sprowls,,,2021,Attorney,
West Florida Bank Corporation,Director & Chairman,Paul Wikle,Owner,Wikle Real Estate,2021,Real Estate,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",President,"South Construction Co.,Inc.",2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Secretary,"United Design,Inc.",2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",President,"LLT,Inc.",2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Shareholder,"NC Properties,Inc.",2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Partner,Hazel Point Plantation,2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Limited Partner,"Lentile Family Partnership,L.P.",2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Director,Evans Cabinet Corp.,2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Partner,"ASB,LLP",2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Director,Farmers Furniture,2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Partner,"The Pasture,LLC.",2014,Construction,
"WHEELER BANCSHARES,INC.","Chairman of Board,President & CEO","Hugh G. Lentile,Jr.",Partner,"The Blue Lake,LLC.",2014,Construction,
"WHEELER BANCSHARES,INC.",Director & Vice Chairman,*M.L. Knight,General Partner,"Knight Family,LLP",2014,Salesman,
"WHEELER BANCSHARES,INC.",Director & Vice Chairman,*M.L. Knight,Mayor,City of Rentz,2014,Salesman,
"WHEELER BANCSHARES,INC.",Director & Vice Chairman,*M.L. Knight,Owner,ONCE Construction Co.,2014,Salesman,
"WHEELER BANCSHARES,INC.",Director & Secretary,Tina Knight Kukanza,Owner,"Tina Knight Kukanza,Jd CPA",2014,Lawyer & CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Owner,"John C Strickland,CPA",2014,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Member,"Four Score,LLP",2014,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Managing Partner,"GLY,LLP",2014,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Managing Member,"House Three,LLC",2014,CPA,
"WHEELER BANCSHARES,INC.",Director,Linda Lentile,Owner,LBL Farms,2014,Farm Manager,
"WHEELER BANCSHARES,INC.",Director & Chief Operations Officer,Janet Brown,,,2014,,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",President,"South Construction Co.,Inc.",2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.","Secretary,Consultant","United Design,Inc.",2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",President,"LLT,Inc.",2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Shareholder,"NC Properties,Inc.",2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,Hazel Point Plantation,2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Limited Partner,"Lentile Family Partnership,L.P.",2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Director,Evans Cabinet Corp.,2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,"ASB,LLP",2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Director,Farmers Furniture,2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,"The Pasture,LLC",2017,Construction,
"Wheeler Bancshares,Inc.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,"The Blue Lake,LLC",2017,Construction,
"Wheeler Bancshares,Inc.",Director & Vice Chairman,*M.L. Knight,General Partner,"Knight Family,LLP",2017,Salesman,
"Wheeler Bancshares,Inc.",Director & Vice Chairman,*M.L. Knight,Mayor,City of Rentz,2017,Salesman,
"Wheeler Bancshares,Inc.",Director & Vice Chairman,*M.L. Knight,Owner,ONCE Construction Co.,2017,Salesman,
"Wheeler Bancshares,Inc.",Director & Secretary,Tina Knight Kukanza,Owner,"Tina Knight Kukanza,Jd CPA",2017,Lawyer & CPA,
"Wheeler Bancshares,Inc.",Director & Treasurer,John C. Strickland,Owner,"John C Strickland,CPA",2017,CPA,
"Wheeler Bancshares,Inc.",Director & Treasurer,John C. Strickland,Member,"Four Score,LLP",2017,CPA,
"Wheeler Bancshares,Inc.",Director & Treasurer,John C. Strickland,Managing Partner,"GLY,LLP",2017,CPA,
"Wheeler Bancshares,Inc.",Director & Treasurer,John C. Strickland,Managing Member,"House Three,LLC",2017,CPA,
"Wheeler Bancshares,Inc.",Director & Treasurer,John C. Strickland,CEO,Southeastern Apartment Management Corp.,2017,CPA,
"Wheeler Bancshares,Inc.",Director & Treasurer,John C. Strickland,Treasurer,Southeastern Medical Management Corp.,2017,CPA,
"Wheeler Bancshares,Inc.",Director,Linda Lentile,Owner,LBL Farms,2017,Farm Manager,
"Wheeler Bancshares,Inc.",Director,Linda Lentile,Partner,"LLT,Inc.",2017,Farm Manager,
"Wheeler Bancshares,Inc.",Director,Linda Lentile,Limited Partner,"Lentile Family Partnership,L.P.",2017,Farm Manager,
"Wheeler Bancshares,Inc.",Director,Linda Lentile,Partner,"The Pasture,LLC",2017,Farm Manager,
"Wheeler Bancshares,Inc.",Director,Linda Lentile,Partner,"The Blue Lake,LLC.",2017,Farm Manager,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",President,"South Construction Co.,Inc.",2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.","Secretary,Consultant","United Design,Inc.",2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",President,"LLT,Inc.",2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Shareholder,"NC Properties,Inc.",2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,Hazel Point Plantation,2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Limited Partner,"Lentile Family Partnership,L.P.",2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Director,Evans Cabinet Corp.,2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,"ASB,LLP",2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Director,Farmers Furniture,2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,"The Pasture,LLC",2019,Construction,
"WHEELER BANCSHARES,INC.",Chairman of the Board & President,"Hugh G. Lentile,Jr.",Partner,"The Blue Lake,LLC",2019,Construction,
"WHEELER BANCSHARES,INC.",Director & Vice Chairman,M.L. Knight,General Partner,"Knight Family,LLP",2019,Salesman,
"WHEELER BANCSHARES,INC.",Director & Vice Chairman,M.L. Knight,Mayor,City of Rentz,2019,Salesman,
"WHEELER BANCSHARES,INC.",Director & Vice Chairman,M.L. Knight,Owner,ONCE Construction Co.,2019,Salesman,
"WHEELER BANCSHARES,INC.",Director & Secretary,Tina Knight Kukanza,Owner,"Tina Knight Kukanza,JD CPA",2019,Lawyer & CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Owner,"John C Strickland,CPA",2019,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Member,"Four Score,LLP",2019,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Managing Partner,"GLY,LLP",2019,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Managing Member,"House Three,LLC",2019,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,CEO,Southeastern Apartment Management Corp.,2019,CPA,
"WHEELER BANCSHARES,INC.",Director & Treasurer,John C. Strickland,Treasurer,Southeastern Medical Management Corp.,2019,CPA,
"WHEELER BANCSHARES,INC.",Director,Linda Lentile,Owner,LBL Farms,2019,Farm Manager,
"WHEELER BANCSHARES,INC.",Director,Linda Lentile,Partner,"LLT,Inc.",2019,Farm Manager,
"WHEELER BANCSHARES,INC.",Director,Linda Lentile,Limited Partner,"Lentile Family Partnership,L.P.",2019,Farm Manager,
"WHEELER BANCSHARES,INC.",Director,Linda Lentile,Partner,"The Pasture,LLC",2019,Farm Manager,
"WHEELER BANCSHARES,INC.",Director,Linda Lentile,Partner,"The Blue Lake,LLC",2019,Farm Manager,
"Wheeler Bancshares,Inc.",Chief Financial Officer,Julie H. Simmons,,,2022,,
Wilson Bank Holding Company,President,JOHN CARLOS MCDEARMAN III,President,Wilson Bank & Trust,2019,,159636
Wilson Bank Holding Company,Executive Vice President and Director of the Company,JOHN CARLOS MCDEARMAN III,,,2019,,159636
Wilson Bank Holding Company,President and Director of Wilson Bank & Trust (subsidiary of the Company),JOHN CARLOS MCDEARMAN III,,,2019,,159636
Wilson Bank Holding Company,Director of the Company,JACK W. BELL,President/Owner,"Jack Bell Builders,Inc.",2019,,159636
Wilson Bank Holding Company,Director of Wilson Bank & Trust (subsidiary of the Company),JACK W. BELL,,,2019,,159636
Wilson Bank Holding Company,Chief Executive Officer and Chairman of Board of Wilson Bank & Trust,J. RANDALL CLEMONS,President,"Wilson County Promotions,Inc.",2019,,159636
Wilson Bank Holding Company,"President,Chief Executive Officer and Director of the Company",J. RANDALL CLEMONS,,,2019,,159636
Wilson Bank Holding Company,Chief Executive Officer and Chairman of Board of Wilson Bank and Trust (subsidiary of the Company),J. RANDALL CLEMONS,,,2019,,159636
Wilson Bank Holding Company,Chairman and Director of the Company,JAMES F. COMER,Owner/ President,"Comerica Enterprises,Inc.",2019,,159636
Wilson Bank Holding Company,Director of Wilson Bank & Trust (subsidiary of the Company),JAMES F. COMER,,,2019,,159636
Wilson Bank Holding Company,Director of the Company,WILLIAM P. JORDAN,Businessman- Real Estate Investor,,2019,,159636
Wilson Bank Holding Company,Director of Wilson Bank & Trust (subsidiary of the Company),WILLIAM P. JORDAN,,,2019,,159636
Wilson Bank Holding Company,Director of the Company,JAMES ANTHONY PATTON,Independent Sales Rep,,2019,,159636
Wilson Bank Holding Company,Director of Wilson Bank & Trust (subsidiary of the Company),JAMES ANTHONY PATTON,,,2019,,159636
Wilson Bank Holding Company,Director of the Company,HERBERT ELMER RICHERSON,Retired President,,2019,,159636
Wilson Bank Holding Company,Director of Wilson Bank & Trust (subsidiary of the Company),HERBERT ELMER RICHERSON,,,2019,,159636
Wilson Bank Holding Company,Director of the Company,MICHAEL G. MAYNARD,Owner & Chief Manager,"Four Star Paving,LLC",2019,,159636
Wilson Bank Holding Company,Director of Wilson Bank & Trust (subsidiary of the Company),MICHAEL G. MAYNARD,,,2019,,159636
Wilson Bank Holding Company,Director of the Company,CLINTON M. SWAIN,Co-Owner,"Fakes & Hooker,Inc.",2019,,159636
Wilson Bank Holding Company,Director of Wilson Bank & Trust (subsidiary of the Company),CLINTON M. SWAIN,,,2019,,159636
Wilson Bank Holding Company,President and CEO,John Carlos McDearman III,,,2020,,159636
Wilson Bank Holding Company,Director,John Carlos McDearman III,,Kids Battle Diabetes,2020,,159636
Wilson Bank Holding Company,Director,Jack W. Bell,President/Owner,"Jack Bell Builders,Inc.",2020,,
Wilson Bank Holding Company,Director,Jack W. Bell,Chief Manager,Horn Springs Development,2020,,
Wilson Bank Holding Company,Director,Jack W. Bell,Vice President,E B Builders Inc.,2020,,
Wilson Bank Holding Company,Director,Jack W. Bell,Vice President,3 Star Builders,2020,,
Wilson Bank Holding Company,Director,J. Randall Clemons,,"Wilson County Promotions,Inc.",2020,Retired CEO,
Wilson Bank Holding Company,Director,J. Randall Clemons,,"Granville Museum,Inc.",2020,Retired CEO,
Wilson Bank Holding Company,Director,James F. Comer,,"Comerica Enterprises,Inc.",2020,Owner/ President,
Wilson Bank Holding Company,Director,James F. Comer,,Classic Coaches Inc.,2020,Owner/ President,
Wilson Bank Holding Company,Director,William P. Jordan,,Jordan Dairy Farm Partnership,2020,Businessman- Real Estate Investor and farming operation partner,
