Internal Title,Person,Fiscal Year,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Chairman,Marshall T. Reynolds,2019,"First Guaranty Bancshares,Inc.",,1764922,18.1%,422433
Director,Edgar R. Smith III,2019,"First Guaranty Bancshares,Inc.",,1908640,19.6%,422433
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Director,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Director,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Chairman,Marshall T. Reynolds,2021,"First Guaranty Bancshares,Inc.",,2509949,23.4%,
Member,William K. Hood,2021,"First Guaranty Bancshares,Inc.",,2707409,25.3%,
Member,William K. Hood,2021,"Smith & Hood Holding Company,LLC",LLC,,50.0%,
Member,William K. Hood,2022,"Smith & Hood Holding Company,LLC",N/A - LLC,,50.0%,
Member,William K. Hood,2022,"First Guaranty Bancshares,Inc.",,2758653,25.7%,
Director,William K. Hood,2022,"Smith & Hood Holding Company,LLC",N/A - LLC,,50.0%,
Director,William K. Hood,2022,"First Guaranty Bancshares,Inc.",,2758653,25.7%,
Director,William K. Hood,2022,"Smith & Hood Holding Company,LLC",N/A - LLC,,50.0%,
Director,William K. Hood,2022,"First Guaranty Bancshares,Inc.",,2758653,25.7%,
Director,William K. Hood,2022,"Smith & Hood Holding Company,LLC",N/A - LLC,,50.0%,
Director,William K. Hood,2022,"First Guaranty Bancshares,Inc.",,2758653,25.7%,
Chairman of the Board of Directors,Marshall T. Reynolds,2022,"First Guaranty Bancshares,Inc.",,2479265,23.1%,
Board of Directors,Marshall T. Reynolds,2022,"First Guaranty Bancshares,Inc.",,2479265,23.1%,
Director,Marjorie H. Harris,2014,Friend Bank,Common Stock,136,22.59%,2848653
Director & Chairman,Hope H. Johnson,2014,Friend Bank,Common Stock,270,44.85%,2848653
,David Lawrence Harris Trust,2014,Friend Bank,Common Stock,127,21.10%,2848653
Director & Sec,Joseph Johnson,2014,Friend Bank,Common Stock,23,3.82%,2848653
,Marjorie H. Harris,2015,"SNB Holdings,Inc.",Common Stock,136,22.59%,
Director & Chairman,Hope H. Johnson,2015,"SNB Holdings,Inc.",Common Stock,270,44.85%,
Director,David Lawrence Harris Trust,2015,"SNB Holdings,Inc.",Common Stock,127,21.10%,
Director & Chairman,Hope H. Johnson,2016,"SNB Holdings,Inc.",Common Stock,418,69.44%,
Director & Chairman,Hope H. Johnson,2017,"SNB Holdings,Inc.",Common Stock,533,88.54%,
Director & Chairman,Hope H. Johnson,2021,"SNB Holdings,Inc.",Common Stock,529,87.87%,
Director,Judson Brooks,2021,"SNB Holdings,Inc.",,,0.33%,
Director & Vice Chairman,Joe Dalton,2021,"SNB Holdings,Inc.",,,0.83%,
Director & Vice Chairman,Joe Dalton,2021,"SNB Holdings,Inc.",,,0.83%,
Director & Vice Chairman,Joe Dalton,2021,"SNB Holdings,Inc.",,,0.83%,
Director & Vice Chairman,Joe Dalton,2021,"SNB Holdings,Inc.",,,0.83%,
Director & Vice Chairman,Joe Dalton,2021,"SNB Holdings,Inc.",,,0.83%,
Director & Vice Chairman,Joe Dalton,2021,"SNB Holdings,Inc.",,,0.83%,
Director & Vice Chairman,Joe Dalton,2021,"SNB Holdings,Inc.",,,0.83%,
Director,Paul Hufham,2021,"SNB Holdings,Inc.",,,1.66%,
Director & Secretary/ Treasurer,Joseph Johnson,2021,"SNB Holdings,Inc.",,,2.99%,
Director,Steve Bancroft,2021,"SNB Holdings,Inc.",,,0.33%,
Director,Steve Bancroft,2021,"SNB Holdings,Inc.",,,0.33%,
Director,Steve Bancroft,2021,"SNB Holdings,Inc.",,,0.33%,
Director,Steve Bancroft,2021,"SNB Holdings,Inc.",,,0.33%,
Director,Steve Bancroft,2021,"SNB Holdings,Inc.",,,0.33%,
,Charlie Breedlove,2021,"SNB Holdings,Inc.",,,,
Chairman,"Jim L. Gillis,Jr.",2014,"SOPERTON BANCSHARES,INCORPORATED",,2084,5.59%,1250736
Director/President,"Jim L. Gillis,III",2014,"SOPERTON BANCSHARES,INCORPORATED",,5711,15.32%,1250736
Director/Secretary,Donald W. Gillis,2014,"SOPERTON BANCSHARES,INCORPORATED",,3841,10.31%,1250736
,Margaret Lois G. Clardy,2014,"SOPERTON BANCSHARES,INCORPORATED",,4151,11.14%,1250736
,Jeanmarie G. Harris,2014,"SOPERTON BANCSHARES,INCORPORATED",,4654,12.49%,1250736
Director Emeritus,"Jim L. Gillis,III",2018,"Soperton Bancshares,Incorporated",Common Stock,7973,16.32%,
Director/Chairman of the Board,Richard M. Dennard,2018,"Soperton Bancshares,Incorporated",Common Stock,3708,7.59%,
Director/Chairman of the Board,Richard M. Dennard,2018,"Soperton Bancshares,Incorporated",Common Stock,3708,7.59%,
Director,Margaret Lois G. Clardy,2018,"Soperton Bancshares,Incorporated",Common Stock,5977,12.24%,
Principal Shareholder,Jeanmarie G. Harris,2018,"Soperton Bancshares,Incorporated",Common Stock,5024,10.29%,
Principal Shareholder,"Hugh Gillis,Jr.",2018,"Soperton Bancshares,Incorporated",Common Stock,5196,10.64%,
Principal Shareholder,Kate Felton,2018,"Soperton Bancshares,Incorporated",Common Stock,5354,10.96%,
Chairman of the Board,Richard M. Dennard,2020,"Soperton Bancshares,Inc.",Common Stock,5179,8.85%,
Chairman of the Board,Richard M. Dennard,2020,"Soperton Bancshares,Inc.",Common Stock,5179,8.85%,
Director,Margaret Lois G. Clardy,2020,"Soperton Bancshares,Inc.",Common Stock,7417,12.68%,
Principal Shareholder,"Hugh Gillis,Jr.",2020,"Soperton Bancshares,Inc.",Common Stock,6448,11.02%,
Principal Shareholder,Jeanmarie G. Harris,2020,"Soperton Bancshares,Inc.",Common Stock,5024,8.59%,
Chairman of the Board,Richard M. Dennard,2021,"Soperton Bancshares,Inc.",Common Stock,5983,9.00%,
Chairman of the Board,Richard M. Dennard,2021,"Soperton Bancshares,Inc.",Common Stock,5983,9.00%,
Director/President,"Chandler Maurice Beasley,III",2021,"Soperton Bancshares,Inc.",Common Stock,3845,5.78%,
Principal Shareholder,"Hugh Gillis,Jr.",2021,"Soperton Bancshares,Inc.",Common Stock,7327,11.02%,
Principal Shareholder,Jeanmarie G. Harris,2021,"Soperton Bancshares,Inc.",Common Stock,5024,7.56%,
"Director,Chairman of the Board",Richard M. Dennard,2022,"Soperton Bancshares,Inc.",Common Stock,5983,9.00%,
Director/President,"Chandler Maurice Beasley,III",2022,"Soperton Bancshares,Inc.",Common Stock,3845,5.78%,
Director,Margaret Lois G. Clardy,2022,"Soperton Bancshares,Inc.",Common Stock,8428,12.68%,
Principal Shareholder,"Hugh Gillis,Jr.",2022,"Soperton Bancshares,Inc.",Common Stock,7327,11.02%,
Principal Shareholder,Jeanmarie G. Harris,2022,"Soperton Bancshares,Inc.",Common Stock,5024,7.56%,
Chairman President and Director,Anthony T Moore,2015,"Southeastern Bancorp,Inc",,,93-35%,3842050
Director,Barney B Regen,2015,"Southeastern Bancorp,Inc",,,20-8%,3842050
Chairman President and Director,Anthony T Moore,2018,First Mercantile Financial Corporation,common stock,94540,8.43%,4815501
Chairman President and Director,Anthony T Moore,2018,"Southeastern Bancorp,Inc",,1177,37.50%,
Director,Barney B Regen,2018,"Southeastern Bancorp,Inc",,208,6.63%,
Secretary,Joe S Corlew,2018,"Southeastern Bancorp,Inc",,193,6.15%,
Executive Vice President and Director,Alyson G. Beasley,2014,Southeastern Banking Corporation,common stock,823319,25.89%,
,William Downey,2014,Southeastern Banking Corporation,common stock,182514,5.74%,
,William Downey,2014,Southeastern Banking Corporation,common stock,182514,5.74%,
,William Downey,2014,Southeastern Banking Corporation,common stock,182514,5.74%,
,William Downey,2014,Southeastern Banking Corporation,common stock,182514,5.74%,
Executive Vice President and Director,Alyson G. Beasley,2016,SOUTHEASTERN BANKING CORPORATION,common stock,823319,25.94%,
,William Downey,2016,SOUTHEASTERN BANKING CORPORATION,common stock,182514,5.75%,
,William Downey,2016,SOUTHEASTERN BANKING CORPORATION,common stock,182514,5.75%,
,William Downey,2016,SOUTHEASTERN BANKING CORPORATION,common stock,182514,5.75%,
,William Downey,2016,SOUTHEASTERN BANKING CORPORATION,common stock,182514,5.75%,
Executive Vice President and Director,Alyson G. Beasley,2017,Southeastern Banking Corporation,common stock,823319,25.94%,1082058
Treasurer and Director,Alyson G. Beasley,2017,Southeastern Banking Corporation,common stock,823319,25.94%,1082058
,William Downey,2017,Southeastern Banking Corporation,common stock,182514,5.75%,1082058
,William Downey,2017,Southeastern Banking Corporation,common stock,182514,5.75%,1082058
,William Downey,2017,Southeastern Banking Corporation,common stock,182514,5.75%,1082058
,William Downey,2017,Southeastern Banking Corporation,common stock,182514,5.75%,1082058
Executive Vice President and Director,Alyson G. Beasley,2018,Southeastern Banking Corporation,shares common stock,823319,26.12%,
,William Downey,2018,Southeastern Banking Corporation,shares common stock,182514,5.79%,
,William Downey,2018,Southeastern Banking Corporation,shares common stock,182514,5.79%,
,William Downey,2018,Southeastern Banking Corporation,shares common stock,182514,5.79%,
,William Downey,2018,Southeastern Banking Corporation,shares common stock,182514,5.79%,
,Estate of William Downey,2020,Southeastern Banking Corporation,common stock,182514,5.79%,
,Estate of William Downey,2020,Southeastern Banking Corporation,common stock,182514,5.79%,
,Estate of William Downey,2020,Southeastern Banking Corporation,common stock,182514,5.79%,
,Estate of William Downey,2020,Southeastern Banking Corporation,common stock,182514,5.79%,
Executive Vice President and Director,Alyson G. Beasley,2022,SOUTHEASTERN BANKING CORPORATION,common stock,816509,25.91%,
Executive Vice President and Director,Alyson G. Beasley,2023,SOUTHEASTERN BANKING CORPORATION,common stock,816509,25.91%,
Director,Albert P. Downey,2023,SOUTHEASTERN BANKING CORPORATION,common stock,190405,6.04%,
Director,Albert P. Downey,2023,SOUTHEASTERN BANKING CORPORATION,common stock,190405,6.04%,
Director,Albert P. Downey,2023,SOUTHEASTERN BANKING CORPORATION,common stock,190405,6.04%,
"Director,CEO",R. Daniel Blanton,2014,Southeastern Bank Financial Corporation,Common Stock,552357,8.19%,
"Director,Chairman","Robert W. Pollard,Jr.",2014,Southeastern Bank Financial Corporation,Common Stock,566910,8.41%,
"Director,Chairman","Robert W. Pollard,Jr.",2014,Southeastern Bank Financial Corporation,Common Stock,566910,8.41%,
,"RWP,Sr. Enterprises",2014,Southeastern Bank Financial Corporation,"LLLP,Common Stock",1017742,15.09%,
Chairman,"Robert W. Poellnitz,Jr.",2016,"Southeastern Financial,Inc.",,159858,27.187%,3814459
Director,"H. Chester Boston,Jr.",2016,"Southeastern Financial,Inc.",,54290,9.537%,3814459
Director,Lehman Pendley,2016,"Southeastern Financial,Inc.",,100194,17.601%,3814459
Chairman,"Robert W. Poellnitz,Jr.",2017,"Southeastern Financial,Inc.",,159858,27.187%,
Director,"H. Chester Boston,Jr.",2017,"Southeastern Financial,Inc.",,54290,9.537%,
Director,Lehman Pendley,2017,"Southeastern Financial,Inc.",,100194,17.601%,
Chairman,"Robert W. Poellnitz,Jr.",2018,"Southeastern Financial,Inc",,154768,27.187%,
Director,"H. Chester Boston,Jr.",2018,"Southeastern Financial,Inc",,54290,9.537%,
Director,Lehman Pendley,2018,"Southeastern Financial,Inc",,100194,17.601%,
Chairman,"Robert W. Poellnitz,Jr.",2019,"Southeastern Financial,Inc",,154768,27.187%,
Director,"H. Chester Boston,Jr.",2019,"Southeastern Financial,Inc",,54290,9.537%,
Director,Lehman Pendley,2019,"Southeastern Financial,Inc",,100194,17.601%,
Chairman,"Robert W. Poellnitz,Jr.",2020,"Southeastern Financial,Inc",,154768,27.187%,
Director,"H. Chester Boston,Jr.",2020,"Southeastern Financial,Inc",,54290,9.537%,
Director,Lehman Pendley,2020,"Southeastern Financial,Inc",,100194,17.601%,
Chairman,"Robert W. Poellnitz,Jr.",2021,"Southeastern Financial,Inc.",,154768,27.187%,
Director,"H. Chester Boston,Jr.",2021,"Southeastern Financial,Inc.",,54290,9.537%,
Director,Lehman Pendley,2021,"Southeastern Financial,Inc.",,100194,17.601%,
Director & President,Gates Little,2018,"The Southern Banc Company,Inc.",Common Stock,79498,9.86%,0002496193
Director,"Thomas Alan Ritchie,Jr.",2018,"The Southern Banc Company,Inc.",,100,0.01%,0002496193
Director,F. Michael Haney,2018,"The Southern Banc Company,Inc.",,100,0.01%,0002496193
Director,"Thomas F. Dowling,III",2018,"The Southern Banc Company,Inc.",,12123,1.5%,0002496193
Director,"John E. Bell,III",2018,"The Southern Banc Company,Inc.",,100,0.01%,0002496193
Director & President,Gates Little,2019,"The Southern Banc Company,Inc.",Common Stock,79498,9.86%,0002496193
Director,"Thomas Alan Ritchie,Jr.",2019,"The Southern Banc Company,Inc.",,100,0.01%,0002496193
Director,"Thomas F. Dowling,III",2019,"The Southern Banc Company,Inc.",,7273,0.90%,0002496193
Director,"John E. Bell,III",2019,"The Southern Banc Company,Inc.",,100,0.01%,0002496193
Director & President,Gates Little,2022,"The Southern Banc Company,Inc.",Common Stock,83193,10.32%,0002496193
Director,"Thomas Alan Ritchie,Jr.",2022,"The Southern Banc Company,Inc.",,100,0.01%,0002496193
Director,"Thomas F. Dowling,III",2022,"The Southern Banc Company,Inc.",,373,0.05%,0002496193
Director,"John E. Bell,III",2022,"The Southern Banc Company,Inc.",,100,0.01%,0002496193
,James Pendergast,2022,"The Southern Banc Company,Inc.",Common Stock,42236,5.24%,0002496193
TRUSTEE,William R. Faulk,2014,"SOUTHERN COMMUNITY BANCSHARES,INC EMPLOYEE STOCK OWNERSHIP PLAN",Common Stock,39295,31.05%,
TRUSTEE,William R. Faulk,2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.60%,
TRUSTEE,F.E. St. John IV,2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,38307,7.57%,
SECRETARY,Beth Branch,2014,"SOUTHERN COMMUNITY BANCSHARES,INC EMPLOYEE STOCK OWNERSHIP PLAN",Common Stock,21563,17.04%,
V.P OPERATIONS,Yvonne Pichelmayer,2014,"SOUTHERN COMMUNITY BANCSHARES,INC EMPLOYEE STOCK OWNERSHIP PLAN",Common Stock,13406,10.59%,
V.P OPERATIONS,Yvonne Pichelmayer,2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,,,
PRESIDENT/DIRECTOR,William R. Faulk,2014,"SOUTHERN COMMUNITY BANCSHARES,INC EMPLOYEE STOCK OWNERSHIP PLAN",Common Stock,39295,31.05%,
PRESIDENT/DIRECTOR,William R. Faulk,2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.60%,
DIRECTOR,Maxie T. Hudson,2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,,,
DIRECTOR,W. Daniel Keel,2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,37835,7.47%,
DIRECTOR/CHAIRMAN,F.E. St. John IV,2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,38307,7.57%,
,"Southern Community Bancshares,Inc Employee Stock Option Plan",2014,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,126541,25%,
TRUSTEE,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
TRUSTEE,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.64%,
DIRECTOR-SCBS,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
DIRECTOR-SCBS,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.64%,
PRESIDENT-FIRST,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
PRESIDENT-FIRST,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.64%,
TRUSTEE,F.E. St. John IV,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,38307,7.60%,
DIRECTOR/CHAIRMAN-SCBS,F.E. St. John IV,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,38307,7.60%,
SECRETARY-SCBS,Beth Branch,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,21563,17.04%,
V.P. FINANCE-FIRST,Beth Branch,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,21563,17.04%,
V.P OPERATIONS-FIRST,Yvonne Pichelmayer,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,13406,10.59%,
V.P OPERATIONS-FIRST,Yvonne Pichelmayer,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,31150,6.18%,
PRESIDENT/DIRECTOR,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
PRESIDENT/DIRECTOR,William R. Faulk,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.64%,
DIRECTOR,W. Daniel Keel,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,37835,7.51%,
DIRECTOR/CHAIRMAN,F.E. St. John IV,2015,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,38307,7.60%,
TRUSTEE,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
TRUSTEE,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.67%,
DIRECTOR-SCBS,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
DIRECTOR-SCBS,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.67%,
TRUSTEE,F.E. St. John IV,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48307,9.61%,
DIRECTOR/CHAIRMAN-SCBS,F.E. St. John IV,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48307,9.61%,
PARTICIPANT,Beth Branch,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,21563,17.04%,
SECRETARY-SCBS,Beth Branch,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,21563,17.04%,
V.P. FINANCE-FIRST,Beth Branch,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,21563,17.04%,
PARTICIPANT,Yvonne Pichelmayer,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,13406,10.59%,
PARTICIPANT,Yvonne Pichelmayer,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,31150,6.20%,
V.P OPERATIONS-FIRST,Yvonne Pichelmayer,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,13406,10.59%,
V.P OPERATIONS-FIRST,Yvonne Pichelmayer,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,31150,6.20%,
PRESIDENT/DIRECTOR,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
PRESIDENT/DIRECTOR,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.67%,
PRESIDENT,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,39295,31.05%,
PRESIDENT,William R. Faulk,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48597,9.67%,
DIRECTOR,W. Daniel Keel,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,37835,7.53%,
DIRECTOR/CHAIRMAN,F.E. St. John IV,2016,"SOUTHERN COMMUNITY BANCSHARES,INC",Common Stock,48307,9.61%,
President/Director,William R. Faulk,2023,"Southern Community Bancshares,Inc.",Common Stock,36597,7.55%,
President/Director,William R. Faulk,2023,"Southern Community Bancshares,Inc Employee Stock Ownership Plan",Common Stock,40881,32.31%,
Director/Chairman,"Finis E. St. John,IV",2023,"Southern Community Bancshares,Inc.",Common Stock,33307,6.87%,
,"Southern Community Bancshares,Inc.",2023,"Southern Community Bancshares,Inc.",Common Stock,126541,26.09%,
Trustee,William R. Faulk,2023,"Southern Community Bancshares,Inc.",Common Stock,36597,7.55%,
Trustee,William R. Faulk,2023,"Southern Community Bancshares,Inc Employee Stock Ownership Plan",Common Stock,40881,32.31%,
Trustee,"Finis E. St. John,IV",2023,"Southern Community Bancshares,Inc.",Common Stock,33307,6.87%,
,Beth Branch,2023,"Southern Community Bancshares,Inc Employee Stock Ownership Plan",Common Stock,22433,17.73%,
,Yvonne Pichelmayer,2023,"Southern Community Bancshares,Inc.",Common Stock,31150,6.42%,
,Yvonne Pichelmayer,2023,"Southern Community Bancshares,Inc Employee Stock Ownership Plan",Common Stock,12791,10.11%,
Director,Donna Youmans,2021,"Southern Independent Bancshares,Inc",Common Stock,65884,4.66%,
Director,Donna Youmans,2022,"Southern Independent Bancshares,Inc",Common Stock,66884,4.73%,
Director,Donna Youmans,2023,"Southern Independent Bancshares,Inc",Common Stock,66884,4.73%,
Director,Ferris P Youmans,2016,"Southern Independent Bancshares,Inc",Common Stock,14585,1.07%,
,Spencer Youmans,2016,"Southern Independent Bancshares,Inc",Common Stock,5329,.39%,
,Donna Youmans,2016,"Southern Independent Bancshares,Inc",Common Stock,48059,3.54%,
Director,Donna Youmans,2019,"Southern Independent Bancshares,Inc",Common Stock,68704,5.01%,
Director,Donna Youmans,2020,"Southern Independent Bancshares,Inc",Common Stock,65884,4.76%,
"Director,President",Charles Roland,2020,Southern National Corporation,Common,150500,12.59%,
"Director,Vice-Chariman of the Board","David McKowen,Jr",2020,Southern National Corporation,Common,110500,9.25%,
Director,Thomas E Lane,2020,Southern National Corporation,Common,85000,7.11%,
Director,Lark Tringas Bostick,2016,"Southern National Banks,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2016,"Southern National Banks,Inc.",Common Stk,4020,8%,
Director,Lark Tringas Bostick,2016,"Southern National Banks,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2016,"Southern National Banks,Inc.",Common Stk,4020,8%,
Director,Lark Tringas Bostick,2016,"Southern National Banks,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2016,"Southern National Banks,Inc.",Common Stk,4020,8%,
Chairman & CEO,John Tringas,2016,"Southern National Banks,Inc.",Common Stk,15627,31%,
Chairman & CEO,John Tringas,2016,"Southern National Banks,Inc.",Common Stk,15627,31%,
Chairman & CEO,John Tringas,2016,"Southern National Banks,Inc.",Common Stk,15627,31%,
Chairman & CEO,John Tringas,2016,"Southern National Banks,Inc.",Common Stk,15627,31%,
Chairman & CEO,John Tringas,2016,"Southern National Banks,Inc.",Common Stk,15627,31%,
Director,Alex Tringas,2018,Southern National Bank,Common Stk,5434,11%,
Director,Alex Tringas,2018,Southern National Bank,Common Stk,5434,11%,
Director,Lark Tringas Bostick,2018,Southern National Bank,Common Stk,4967,10%,
Director,Lark Tringas Bostick,2018,Southern National Bank,Common Stk,4020,8%,
Director,Lark Tringas Bostick,2018,Southern National Bank,Common Stk,4967,10%,
Director,Lark Tringas Bostick,2018,Southern National Bank,Common Stk,4020,8%,
Director,Lark Tringas Bostick,2018,Southern National Bank,Common Stk,4967,10%,
Director,Lark Tringas Bostick,2018,Southern National Bank,Common Stk,4020,8%,
Chairman & CEO,John Tringas,2018,Southern National Bank,Common Stk,15627,29%,
Chairman & CEO,John Tringas,2018,Southern National Bank,Common Stk,15627,29%,
Chairman & CEO,John Tringas,2018,Southern National Bank,Common Stk,15627,29%,
