Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Sigmon Enterprises,LLC",2015,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Hobcaw Properties,LLC",2015,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Oxford Supply,LLC",2015,Self Employed,
"Commercial Bancgroup,Inc.",President,John Adam Robertson,Director,Commercial Bank,2015,President (Commercial Bank),
"Commercial Bancgroup,Inc.",President,John Adam Robertson,Co-General Partner,"Robertson Holding Company,L.P.",2015,President (Commercial Bank),
"Commercial Bancgroup,Inc.",President,John Adam Robertson,Member,"JACE Investments,LLC",2015,President (Commercial Bank),
"Commercial Bancgroup,Inc.",President,John Adam Robertson,President,"JACE Foods,Inc.",2015,President (Commercial Bank),
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,Chairman,Commercial Bank,2015,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,Co-General Partner,"Robertson Holding Company,L.P.",2015,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,Harrogate Insurance,2015,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"SCR Rentals,Inc.",2015,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"EI O Farms,Inc.",2015,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"Cards Etc.,Inc.",2015,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"Harrogate Restaurant Group,Inc.",2015,,
"Commercial Bancgroup,Inc.",Director,Julian R. West,Director,Commercial Bank,2015,Commercial Real Estate Rentals,
"Commercial Bancgroup,Inc.",Director,Julian R. West,Owner/Manager,"JR West Properties,LLC",2015,Commercial Real Estate Rentals,
"Commercial Bancgroup,Inc.",Director,Julian R. West,Managing Partner,West Realty Agency,2015,Commercial Real Estate Rentals,
"Commercial Bancgroup,Inc.",Director,Julian R. West,President,West Finch Corporation,2015,Commercial Real Estate Rentals,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,Director,Commercial Bank,2015,Retired,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,Vice President,"Five Star Properties,Inc.",2015,Retired,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,President,Dorothy G. Neely Realty Corp.,2015,Retired,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,President,Neely Family Realty Corp.,2015,Retired,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,President,"Neely Enterprises,LLC",2015,Retired,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,CEO,Commercial Bank,2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Lee Oil Company,Inc.",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"L&M Ventures,Inc.",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"Green Hills Properties,Inc.",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Cumberland Ford Motors,Inc.",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Partner,C&L Highwall Mining,2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Chief Manager,"Hi-Wall Mining,LLC",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Member,"Cumberland Gap Ventures,LLC",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"Madison County Ford,Inc.",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Heartland,Inc.",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"LC&C Energy,Inc.",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Member,"Cumberland Automotive Group,LLC",2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Member,Green Hills Funeral Home,2015,,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Diversified Companies,Inc.",2015,,
"Unified Shares,LLC",Manager,Rachel S. West,,"Commercial Bancgroup,Inc.",2016,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,,"Three Diamond,LLC",2016,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,,"Three Diamond,LLC",2016,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,,"Hobcaw Properties,LLC",2016,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,,"Oxford Supply,LLC",2016,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Managing Member,The E. Holding Company,2016,Self Employed,
"Unified Shares,LLC",Sole Member,Virginia H. Sigmon,,"Unified Shares,LLC",2016,Member,
"Unified Shares,LLC",Sole Member,Virginia H. Sigmon,,"Charter Coal,LLC",2016,Member,
"Unified Shares,LLC",Sole Member,Virginia H. Sigmon,,"Sigmon Enterprises,LLC",2016,Member,
"Unified Shares,LLC",Sole Member,Virginia H. Sigmon,,"Compass Shares,LLC",2016,Member,
"Unified Shares,LLC",Sole Member,Virginia H. Sigmon,,"The Jacobe Co.,LLC",2016,Member,
"Unified Shares,LLC",Sole Member,Virginia H. Sigmon,,"The J. Hoke Co.,LLC",2016,Member,
"Unified Shares,LLC",Sole Member,Virginia H. Sigmon,,"Magnolia Point,LLC",2016,Member,
"Commercial Bancgroup,Inc.",President,John Adam Robertson,Co-General Partner,"Robertson Holding Company,L.P.",2016,President,
"Commercial Bancgroup,Inc.",President,John Adam Robertson,Member,"JACE Investments,LLC",2016,President,
"Commercial Bancgroup,Inc.",President,John Adam Robertson,President,"JACE Foods,Inc.",2016,President,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,Co-General Partner,"Robertson Holding Company,L.P.",2016,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,Harrogate Insurance,2016,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"SCR Rentals,Inc.",2016,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"EI O Farms,Inc.",2016,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"Cards Etc.,Inc.",2016,,
"Commercial Bancgroup,Inc.",CEO,Craig E. Robertson,President,"Harrogate Restaurant Group,Inc.",2016,,
"Commercial Bancgroup,Inc.",Director,Julian R. West,Owner/Manager,"JR West Properties,LLC",2016,Commercial Real Estate Rentals,
"Commercial Bancgroup,Inc.",Director,Julian R. West,Managing Partner,West Realty Agency,2016,Commercial Real Estate Rentals,
"Commercial Bancgroup,Inc.",Director,Julian R. West,President,West Finch Corporation,2016,Commercial Real Estate Rentals,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,Vice President,"Five Star Properties,Inc.",2016,Retired,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,President,Dorothy G. Neely Realty Corp.,2016,Retired,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,President,Neely Family Realty Corp.,2016,Retired,
"Commercial Bancgroup,Inc.",Director,Dorothy Neely,President,"Neely Enterprises,LLC",2016,Retired,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Lee Oil Company,Inc.",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"L&M Ventures,Inc.",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"Green Hills Properties,Inc.",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Cumberland Ford Motors,Inc.",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Partner,C&L Highwall Mining,2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Chief Manager,"Hi-Wall Mining,LLC",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Member,"Cumberland Gap Ventures,LLC",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"Madison County Ford,Inc.",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Heartland,Inc.",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President,"LC&C Energy,Inc.",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Member,"Cumberland Automotive Group,LLC",2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,Member,Green Hills Funeral Home,2016,CEO,
"Commercial Bancgroup,Inc.",President,Terry L. Lee,President & CEO,"Diversified Companies,Inc.",2016,CEO,
"Unified Shares,LLC",Member,Virginia H. Sigmon,Sole Member,"Unified Shares,LLC",2018,,
"Unified Shares,LLC",Member,Virginia H. Sigmon,Sole Member,"Charter Coal,LLC",2018,,
"Unified Shares,LLC",Member,Virginia H. Sigmon,Member,"Sigmon Enterprises,LLC",2018,,
"Unified Shares,LLC",Member,Virginia H. Sigmon,Member,"The Jacobe Co.,LLC",2018,,
"Unified Shares,LLC",Member,Virginia H. Sigmon,Member,"The J. Hoke Co.,LLC",2018,,
"Unified Shares,LLC",Member,Virginia H. Sigmon,Member,"Magnolia Point,LLC",2018,,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Unified Shares,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Charter Coal,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Compass Shares,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Magnolia Point,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"The Jacobe Co,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"The J. Hoke Co,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,,"Commercial Bancgroup,Inc.",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Unified Shares,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Charter Coal,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Compass Shares,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Magnolia Point,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"The Jacobe Co,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"The J. Hoke Co,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Three Diamond,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Sigmon Enterprises,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Unified Shares,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Charter Coal,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Compass Shares,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Magnolia Point,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"The Jacobe Co,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"The J. Hoke Co,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Three Diamond,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Sigmon Enterprises,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Hobcaw Properties,LLC",2018,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Oxford Supply,LLC",2018,Self Employed,
Commercial Bank,Member,Virginia H. Sigmon,Member,"Unified Shares,LLC",2019,,497039
Commercial Bank,Member,Virginia H. Sigmon,Sole Member,"Charter Coal,LLC",2019,,497039
Commercial Bank,Member,Virginia H. Sigmon,Member,"Sigmon Enterprises,LLC",2019,,497039
Commercial Bank,Member,Virginia H. Sigmon,Member,"The Jacobe Co.,LLC",2019,,497039
Commercial Bank,Member,Virginia H. Sigmon,Member,"The J. Hoke Co.,LLC",2019,,497039
Commercial Bank,Member,Virginia H. Sigmon,Member,"Magnolia Point,LLC",2019,,497039
Commercial Bank,Manager,Rachel S. West,Manager/Member,"Unified Shares,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Charter Coal,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Compass Shares,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Three Diamond,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Sigmon Enterprises,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Hobcaw Properties,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Oxford Supply,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Managing Member,The E. Holding Company,2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager/Member,"Unified Shares,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Charter Coal,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Compass Shares,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Magnolia Point,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"The Jacobe Co,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"The J. Hoke Co,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Three Diamond,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Sigmon Enterprises,LLC)",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Hobcaw Properties,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Oxford Supply,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager/Member,"Unified Shares,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Charter Coal,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Compass Shares,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Magnolia Point,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"The Jacobe Co,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"The J. Hoke Co,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Three Diamond,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Sigmon Enterprises,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Hobcaw Properties,LLC",2019,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Oxford Supply,LLC",2019,Self Employed,497039
Commercial Bank,Member,Virginia H. Sigmon,Member,"Charter Coal,LLC",2020,,497039
Commercial Bank,Member,Virginia H. Sigmon,Member,"Sigmon Enterprises,LLC",2020,,497039
Commercial Bank,Member,Virginia H. Sigmon,Member,"Magnolia Point,LLC",2020,,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Charter Coal,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Compass Shares,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Magnolia Point,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"The Jacobe Co,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"The J. Hoke Co,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Three Diamond,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Sigmon Enterprises,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Hobcaw Properties,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Oxford Supply,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Charter Coal,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Compass Shares,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Magnolia Point,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"The Jacobe Co,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"The J. Hoke Co,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Three Diamond,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Sigmon Enterprises,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Hobcaw Properties,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Oxford Supply,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Charter Coal,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Compass Shares,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Magnolia Point,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"The Jacobe Co,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"The J. Hoke Co,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Three Diamond,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Sigmon Enterprises,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Hobcaw Properties,LLC",2020,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Oxford Supply,LLC",2020,Self Employed,497039
Commercial Bank,Member,Virginia H. Sigmon,Sole Member,"Charter Coal,LLC",2021,,497039
Commercial Bank,Member,Virginia H. Sigmon,Sole Member,"Sigmon Enterprises,LLC",2021,,497039
Commercial Bank,Member,Virginia H. Sigmon,Sole Member,"Magnolia Point,LLC",2021,,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Charter Coal,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Compass Shares,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Magnolia Point,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"The Jacobe Co,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"The J. Hoke Co,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Three Diamond,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Sigmon Enterprises,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Hobcaw Properties,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Manager,"Oxford Supply,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Rachel S. West,Managing Member,The E. Holding Company,2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Charter Coal,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Compass Shares,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Magnolia Point,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"The Jacobe Co,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"The J. Hoke Co,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Three Diamond,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Sigmon Enterprises,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Hobcaw Properties,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Andra S. Ostergard,Manager,"Oxford Supply,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Charter Coal,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Compass Shares,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Magnolia Point,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"The Jacobe Co,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"The J. Hoke Co,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Three Diamond,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Sigmon Enterprises,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Hobcaw Properties,LLC",2021,Self Employed,497039
Commercial Bank,Manager,Martha S. Spurlock,Manager,"Oxford Supply,LLC",2021,Self Employed,497039
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Unified Shares,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Charter Coal,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Compass Shares,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Magnolia Point,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"The Jacobe Co,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Three Diamond,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Sigmon Enterprises,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Hobcaw Properties,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Manager,"Oxford Supply,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Rachel S. West,Managing Member,The E. Holding Company,2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Unified Shares,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Charter Coal,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Compass Shares,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Magnolia Point,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"The Jacobe Co,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Three Diamond,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Sigmon Enterprises,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Hobcaw Properties,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Andra S. Ostergard,Manager,"Oxford Supply,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Unified Shares,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Charter Coal,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Compass Shares,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Magnolia Point,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"The Jacobe Co,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Three Diamond,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Sigmon Enterprises,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Hobcaw Properties,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager,"Oxford Supply,LLC",2022,Self Employed,
"Unified Shares,LLC",Manager,Martha S. Spurlock,Manager/Member,"Spurlock RE,LLC",2022,Self Employed,
"UNION BANK,THE",EXECUTIVE VICE PRESIDENT,RICHARD LAYFIELD,,,2015,BANKER,
"UNION BANK,THE",PRESIDENT,DARREL D. RYLAND,PRESIDENT,"DARREL D. RYLAND,A PROFESSIONAL LAW CORPORATION",2015,ATTORNEY,
"UNION BANK,THE",DIRECTOR,BRENT SCALLAN,PART OWNER,"SCALLAN CONTRACTORS,INC.",2015,CONSTRUCTION CONTRACTOR,
"UNION BANK,THE",DIRECTOR,"LOVELL J. MAYEUX,JR.",OWNER,"MAYEUX FAMILY CLINIC,A MEDICAL CORPORATION",2015,PHYSICIAN,
"UNION BANK,THE",DIRECTOR,PATRICK BORDELON,PRESIDENT,"DIS-TRAN STEEL FABRICATION,LLC",2015,PRESIDENT OF STEEL FABRICATION COMPANY,
"UNION BANK,THE",DIRECTOR,PATRICK BORDELON,PRESIDENT,"DIS-TRAN STEEL POLE,LLC",2015,PRESIDENT OF STEEL FABRICATION COMPANY,
"UNION BANK,THE",DIRECTOR,PATRICK BORDELON,PRESIDENT,"DIS-TRAN WP HOLDING,LLC",2015,PRESIDENT OF STEEL FABRICATION COMPANY,
"UNION BANK,THE",DIRECTOR,PATRICK BORDELON,PRESIDENT,"DIS-TRAN WOOD PRODUCTS,LLC",2015,PRESIDENT OF STEEL FABRICATION COMPANY,
"Union Bancshares,Incorporated",President,Darrel D. Ryland,President,"Darrell D. Ryland,A Professional Law Corporation",2017,Attorney,
"Union Bancshares,Incorporated",Executive Vice President,Richard Layfield,,,2017,Banker,
"Union Bancshares,Incorporated",Director,Brent Scallan,,"Scallan Contractors,Inc.",2017,Construction contractor,
"Union Bancshares,Incorporated",Director,"Lovell J. Mayeux,Jr.",Owner,"Mayeux Family Clinic,A Medical Corporation",2017,Physician,
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran Fabrication,LLC",2017,President of steel fabrication company,
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran Steel Pole,LLC",2017,President of steel fabrication company,
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran WP Holding,LLC",2017,President of steel fabrication company,
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran Wood Products,LLC",2017,President of steel fabrication company,
"Union Bancshares,Incorporated",President,Darrel D. Ryland,President,"Darrell D. Ryland,A Professional Law Corporation",2018,Attorney,144436
"Union Bancshares,Incorporated",Executive Vice President,Richard Layfield,,,2018,Banker,144436
"Union Bancshares,Incorporated",Director,Brent Scallan,Part owner,"Scallan Contractors,Inc.",2018,Construction contractor,144436
"Union Bancshares,Incorporated",Director,Kenneth Wilson,Owner,"Don's Pharmasave,Inc.",2018,Pharmacist,144436
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran Fabrication,LLC",2018,President of steel fabrication company,144436
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran Steel Pole,LLC",2018,President of steel fabrication company,144436
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran WP Holding,LLC",2018,President of steel fabrication company,144436
"Union Bancshares,Incorporated",Director,Patrick Bordelon,President,"Dis-Tran Wood Products,LLC",2018,President of steel fabrication company,144436
Union State Bank,President Director,Thomas Reed Alexander,CEO & Director,,2015,Banker,
